UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS
05d78870-bf29-4fb8-94f0-60419954831a,Anabasis.1.en.txt,Clearchus,char-offset:50141,PERSON,,,,,,,,Clearchus,
945e805c-33a4-4a4e-9f37-611060d616a2,Anabasis.1.en.txt,Cyrus,char-offset:50157,PERSON,,,,,,,,Cyrus,
a6fe2cb4-1be7-47f7-bab7-90544055d982,Anabasis.1.en.txt,Cyrus,char-offset:50204,PERSON,,,,,,,,,
56ed62a0-5912-40ea-b0c6-a295cf346d98,Anabasis.1.en.txt,Zeus,char-offset:50260,PERSON,,,,,,,,,
ef884c52-ecf7-4659-8467-7260bd6cae82,Anabasis.1.en.txt,Cyrus,char-offset:50272,PERSON,,,,,,,,,
87acc254-b7c2-424f-9afe-ba434eeda004,Anabasis.1.en.txt,Darius,char-offset:50305,PERSON,,,,,,,,,
0bb21541-fd66-4384-a8bb-ba1c957d1d2a,Anabasis.1.en.txt,Parysatis,char-offset:50316,PERSON,,,,,,,,,
2d9dad58-9ec5-4377-9ac9-20f51046f059,Anabasis.1.en.txt,Cyrus,char-offset:50628,PERSON,,,,,,,,Cyrus,
08d3cc7f-d4c8-4099-b101-5dd831949e83,Anabasis.1.en.txt,Artagerses,char-offset:50908,PERSON,,,,,,,,,
423a1e4f-8a54-43d7-bda9-e8eceb25c6db,Anabasis.1.en.txt,King,char-offset:50956,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
6c4e5347-199b-47b3-a539-089dcd3861b7,Anabasis.1.en.txt,King's,char-offset:50983,PERSON,,,,,,,,Artaxerxes,Referring to the court of Artaxerxes
a4c548ce-e2be-4934-aa5b-8fbd34d71d18,Anabasis.1.en.txt,Abrocomas,char-offset:51072,PERSON,,,,,,,,,
ba044327-aac7-447f-849f-6e8e58a15ea6,Anabasis.1.en.txt,Tissaphernes,char-offset:51083,PERSON,,,,,,,,,
76751744-8f38-43d5-8318-2cfe4fff68a8,Anabasis.1.en.txt,Gobryas,char-offset:51097,PERSON,,,,,,,,,
6262ade3-83d5-4713-a8fb-9002697023ca,Anabasis.1.en.txt,Arbaces,char-offset:51110,PERSON,,,,,,,,,
fb39354b-bb13-4ce2-b67f-675fd5eac2c5,Anabasis.1.en.txt,Abrocomas,char-offset:51265,PERSON,,,,,,,,,
8dfd025e-041f-4678-9ad9-c9e928aae550,Anabasis.1.en.txt,Phoenicia,char-offset:51290,PERSON,,,,,,,,,
1511cfe0-66da-4681-8f94-1c3b4faddc90,Anabasis.1.en.txt,Cyrus,char-offset:51386,PERSON,,,,,,,,Cyrus,
08200979-1d68-499a-8a4f-782d5f9780f5,Anabasis.1.en.txt,King,char-offset:51429,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
8ff43a45-4ae4-4d18-86e5-f941f0244a2e,Anabasis.1.en.txt,Cyrus,char-offset:51554,PERSON,,,,,,,,Cyrus,
4b331655-4cf8-4880-9834-113be0df64ed,Anabasis.1.en.txt,King,char-offset:51709,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
61c6cc3d-b142-49dd-bf15-e85de090b670,Anabasis.1.en.txt,King,char-offset:52417,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
78104f8a-ea3c-4571-84bc-09466752d3fe,Anabasis.1.en.txt,Cyrus,char-offset:52465,PERSON,,,,,,,,Cyrus,
03152b5e-6b1f-4973-b05c-61af86739425,Anabasis.1.en.txt,Cyrus,char-offset:52509,PERSON,,,,,,,,Cyrus,
ce457862-24d1-4752-8768-6bb679994f12,Anabasis.1.en.txt,King,char-offset:52654,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
0a0be89a-4328-42e8-93d6-ebbf9543c9c6,Anabasis.1.en.txt,Cyrus,char-offset:52770,PERSON,,,,,,,,Cyrus,
88698a28-fe79-4da7-9e1b-8915c0d79396,Anabasis.1.en.txt,Silanus,char-offset:52785,PERSON,,,,,,,,,
812fdbb4-0785-47ed-b627-cb59fb96ae38,Anabasis.1.en.txt,Cyrus,char-offset:52924,PERSON,,,,,,,,Cyrus,
b1c3ab5d-3de1-40b5-9d34-9ee699230075,Anabasis.1.en.txt,King,char-offset:52939,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
f11bf7de-44cd-4abf-93cb-1b276365353c,Anabasis.1.en.txt,Cyrus,char-offset:52981,PERSON,,,,,,,,Cyrus,
4a59d2d5-7a45-40d1-867b-0120a9c4380f,Anabasis.1.en.txt,King,char-offset:53230,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
34ee4d75-8056-4400-a1f5-65a6c1488cd3,Anabasis.1.en.txt,Cyrus,char-offset:53298,PERSON,,,,,,,,,
24cf8b8a-8aa1-4c41-bd89-ffd03a3c2767,Anabasis.1.en.txt,Cyrus,char-offset:53316,PERSON,,,,,,,,Cyrus,
ea7da409-818c-4c25-8afa-e714419994ac,Anabasis.1.en.txt,Cyrus,char-offset:53415,PERSON,,,,,,,,Cyrus,
9108f6e4-d371-4c14-b217-130a01612c4d,Anabasis.1.en.txt,Cyrus,char-offset:53821,PERSON,,,,,,,,Cyrus,
d9eb672b-32ef-47da-b957-5b961906ced2,Anabasis.1.en.txt,Pategyas,char-offset:53879,PERSON,,,,,,,,,
e1fb8349-0ca8-4ce7-b0d2-7d0eb0245982,Anabasis.1.en.txt,King,char-offset:54080,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
238fd819-9932-44c8-a11b-4450d970828e,Anabasis.1.en.txt,Cyrus,char-offset:54318,PERSON,,,,,,,,Cyrus,
2ee400cd-6561-4dd3-898f-9c227e5a350a,Anabasis.1.en.txt,Clearchus,char-offset:54605,PERSON,,,,,,,,Clearchus,
77717d1c-0446-443b-b6e2-46a25e4a67b0,Anabasis.1.en.txt,Proxenus,char-offset:54690,PERSON,,,,,,,,,
66b29333-18cd-4f68-84c1-e2ac185e4e52,Anabasis.1.en.txt,Menon,char-offset:54750,PERSON,,,,,,,,Menon,
d5c8df66-13a9-4f40-9843-3d48a6c5dbc8,Anabasis.1.en.txt,Clearchus,char-offset:54903,PERSON,,,,,,,,Clearchus,
741d4c61-ffd5-4136-a32f-29faf251304c,Anabasis.1.en.txt,Ariaeus,char-offset:54975,PERSON,,,,,,,,,
c4a65f0e-3e1a-4752-99fb-260b5095c025,Anabasis.1.en.txt,Cyrus,char-offset:55062,PERSON,,,,,,,,Cyrus,
6547ab7c-b4b0-463d-ab70-99534f78df3c,Anabasis.1.en.txt,Cyrus,char-offset:55200,PERSON,,,,,,,,,
7d9d156e-060c-4d4a-9fe6-2f285abe44b5,Anabasis.1.en.txt,Cyrus,char-offset:55220,PERSON,,,,,,,,,
aac19dd4-7490-433c-9e03-725e62c5226d,Anabasis.1.en.txt,Cyrus,char-offset:55434,PERSON,,,,,,,,,
ae6bdcbf-d158-45ef-ad8c-288ce02934ec,Anabasis.1.en.txt,Tissaphernes,char-offset:56067,PERSON,,,,,,,,,
e0574abb-cac6-44cb-aff4-edbfe3d6b80b,Anabasis.1.en.txt,Cyrus,char-offset:56799,PERSON,,,,,,,,Cyrus,
b0ad0a2e-b45b-4b17-8db4-30e5691f91c2,Anabasis.1.en.txt,Cyrus,char-offset:57079,PERSON,,,,,,,,Cyrus,
30d7ef21-b4fe-4e1a-8e45-4768fabd880c,Anabasis.1.en.txt,Pigres,char-offset:57123,PERSON,,,,,,,,,
b1d4559b-7adb-4063-81fa-5a2351ec7915,Anabasis.1.en.txt,Clearchus,char-offset:57189,PERSON,,,,,,,,Clearchus,
cba0aa73-339d-4b38-aee2-e293c20b12b1,Anabasis.1.en.txt,King,char-offset:57268,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
4f474bdb-da59-426d-9e16-c888ea2f5995,Anabasis.1.en.txt,Clearchus,char-offset:57377,PERSON,,,,,,,,,
bf6c5b35-5b3c-4751-a4a3-a75511baab99,Anabasis.1.en.txt,Cyrus,char-offset:57464,PERSON,,,,,,,,Cyrus,
0a1424bf-96a3-4243-8f77-60d81d569c30,Anabasis.1.en.txt,King,char-offset:57479,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
a71ffd3a-168a-4e7c-bb13-3cde1271ab91,Anabasis.1.en.txt,King,char-offset:57518,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
8bd829f1-c94b-4c2d-80cf-1531be0f197e,Anabasis.1.en.txt,Cyrus,char-offset:57617,PERSON,,,,,,,,,
d5cb71ee-ddcd-4f89-affb-813f790894d4,Anabasis.1.en.txt,Cyrus,char-offset:57755,PERSON,,,,,,,,,
bae0e239-fa5e-428d-8c3b-db5e199cc2b0,Anabasis.1.en.txt,King's,char-offset:57856,PERSON,,,,,,,,Artaxerxes,Referring to the court of Artaxerxes
1a58b4ba-3781-46c0-9b8d-6897bb598fbe,Anabasis.1.en.txt,Cyrus,char-offset:58010,PERSON,,,,,,,,,
95b8100f-44ca-4c65-bec1-d95bbd1df2e9,Anabasis.1.en.txt,Xenophon,char-offset:58159,PERSON,,,,,,,,,
07b88f6f-34c7-401e-b5b2-08df1c5b7768,Anabasis.1.en.txt,Cyrus,char-offset:58289,PERSON,,,,,,,,Cyrus,
231e5141-3a3d-4ef1-a330-ad0ee922da81,Anabasis.1.en.txt,Xenophon,char-offset:58324,PERSON,,,,,,,,,
e467d916-10ba-40ca-9ffa-3ed8f90cdb82,Anabasis.1.en.txt,Xenophon,char-offset:58505,PERSON,,,,,,,,,
58eb4426-92cd-4c3c-816d-019387a36a0b,Anabasis.1.en.txt,Cyrus,char-offset:58590,PERSON,,,,,,,,Cyrus,
0ae23cca-91dc-443f-8be9-f15a491c2575,Anabasis.1.en.txt,Xenophon,char-offset:58661,PERSON,,,,,,,,,
2c65308c-379c-4fb2-a680-826ac7b70670,Anabasis.1.en.txt,Cyrus,char-offset:58733,PERSON,,,,,,,,Cyrus,
d8f6165d-899a-493e-9079-e3cabe31abe4,Anabasis.1.en.txt,Cyrus,char-offset:60144,PERSON,,,,,,,,Cyrus,
0d30c392-d60e-441f-ba43-51c3332b82ec,Anabasis.1.en.txt,King,char-offset:60308,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
f93d7a38-498c-4316-9092-5aa48f6bd704,Anabasis.1.en.txt,King,char-offset:60488,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
c52572fb-ad55-42dc-aef1-b62a60e9f504,Anabasis.1.en.txt,King,char-offset:60524,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
2d8ffe21-8aa9-4ceb-b939-2bc2620d2178,Anabasis.1.en.txt,King,char-offset:60881,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
23641be4-25d1-452f-8393-7d2db22c1257,Anabasis.1.en.txt,Cyrus,char-offset:60984,PERSON,,,,,,,,,
b04cbe9f-2c9c-44ad-b899-112baaf5d004,Anabasis.1.en.txt,King,char-offset:61406,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
a99022d9-a409-4d04-90c9-beb3e22d000c,Anabasis.1.en.txt,Artagerses,char-offset:61504,PERSON,,,,,,,,,
7641f12e-8446-4375-a44c-345d1215a9a0,Anabasis.1.en.txt,King,char-offset:61759,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
b39a86a3-fe81-4987-852a-1ab8db3c25f6,Anabasis.1.en.txt,Ctesias,char-offset:61966,PERSON,,,,,,,,,
db0c949a-e5a9-4b5e-a63b-2f3869230322,Anabasis.1.en.txt,Cyrus,char-offset:62054,PERSON,,,,,,,,Cyrus,
a9c41fb0-2db1-4df3-880e-a74b294f3324,Anabasis.1.en.txt,King,char-offset:62196,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
3db2e94a-484a-4efc-823d-c37015b8c7ac,Anabasis.1.en.txt,Cyrus,char-offset:62205,PERSON,,,,,,,,Cyrus,
1a103724-a7fd-4758-b2b7-60a666557bbe,Anabasis.1.en.txt,King's,char-offset:62286,PERSON,,,,,,,,Artaxerxes,Referring to the court of Artaxerxes
2fb85168-713a-4007-9c55-929433587a7b,Anabasis.1.en.txt,Ctesias,char-offset:62311,PERSON,,,,,,,,,
f181b7ee-6825-447f-a05b-940c40377a66,Anabasis.1.en.txt,Cyrus,char-offset:62357,PERSON,,,,,,,,Cyrus,
09d4300a-7ecb-478c-8d9b-19ee97132c9a,Anabasis.1.en.txt,Cyrus,char-offset:62561,PERSON,,,,,,,,Cyrus,
9d51cf08-e2b8-48b7-ac24-84d356380132,Anabasis.1.en.txt,King,char-offset:62667,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
bdc01715-6964-4502-9a23-1e9c97496f15,Anabasis.1.en.txt,Cyrus,char-offset:62960,PERSON,,,,,,,,Cyrus,
659d8ff1-f53e-40a8-8538-079cefa5616a,Anabasis.1.en.txt,Cyrus,char-offset:63028,PERSON,,,,,,,,Cyrus,
3f484820-6cac-4f95-b51c-c7201aa09708,Anabasis.1.en.txt,Cyrus,char-offset:63154,PERSON,,,,,,,,Cyrus,
edb2deff-6ad2-4165-8bb5-e2bb17f63bb5,Anabasis.1.en.txt,Cyrus,char-offset:63214,PERSON,,,,,,,,Cyrus,
bf970692-2717-41cd-ba01-b31238522078,Anabasis.1.en.txt,King's,char-offset:63456,PERSON,,,,,,,,Artaxerxes,Referring to the court of Artaxerxes
bf7255f9-56ed-479e-88c8-cd0eaf8bf79b,Anabasis.1.en.txt,King,char-offset:63662,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
c8909df8-455b-4b9e-b596-28789833c10c,Anabasis.1.en.txt,Cyrus,char-offset:63824,PERSON,,,,,,,,Cyrus,
2864abd6-760e-4b46-97c4-22167926cf8d,Anabasis.1.en.txt,Cyrus,char-offset:65280,PERSON,,,,,,,,Cyrus,
4342fea9-9eb9-4f30-b821-92b398bb0304,Anabasis.1.en.txt,Tissaphernes,char-offset:65429,PERSON,,,,,,,,,
0639c5ce-52b7-41b6-ae32-07e3e4279cdd,Anabasis.1.en.txt,Cyrus,char-offset:65484,PERSON,,,,,,,,Cyrus,
e52cf263-df3c-449d-ad1f-4b38c5c6c065,Anabasis.1.en.txt,Cyrus,char-offset:65965,PERSON,,,,,,,,Cyrus,
d9e2ed20-9e99-4ed7-9902-ea07086af218,Anabasis.1.en.txt,Cyrus,char-offset:66659,PERSON,,,,,,,,,
3c1a5ec5-fb99-4111-9bad-2c6587d2ae9d,Anabasis.1.en.txt,Cyrus,char-offset:67378,PERSON,,,,,,,,Cyrus,
ed93a4d3-3161-45df-953b-972880548d90,Anabasis.1.en.txt,Cyrus,char-offset:67590,PERSON,,,,,,,,Cyrus,
b86235f8-1880-41eb-b094-80b8dd0d5201,Anabasis.1.en.txt,Cyrus,char-offset:67989,PERSON,,,,,,,,Cyrus,
3e32104a-cd22-4ffd-9c16-e2222aea7834,Anabasis.1.en.txt,Cyrus,char-offset:68134,PERSON,,,,,,,,Cyrus,
c579ffdc-f1ab-4374-9275-f5d2127cd6d4,Anabasis.1.en.txt,Cyrus,char-offset:68645,PERSON,,,,,,,,Cyrus,
1b5032e4-2921-4e8e-9a40-835499fdb2c2,Anabasis.1.en.txt,Cyrus,char-offset:70203,PERSON,,,,,,,,Cyrus,
cc424a0b-ea8b-421b-b37f-5857e9b9cb19,Anabasis.1.en.txt,Cyrus,char-offset:71417,PERSON,,,,,,,,Cyrus,
473f3fc0-e62b-433d-af0e-1ee158480aa6,Anabasis.1.en.txt,Orontas,char-offset:71486,PERSON,,,,,,,,,
e8c6f379-131c-42d9-9aee-0132dbf6a8ab,Anabasis.1.en.txt,Cyrus,char-offset:71617,PERSON,,,,,,,,Cyrus,
0cca3c69-55ba-40c9-9124-70249557078c,Anabasis.1.en.txt,King,char-offset:71680,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
bf118a7e-f298-456e-a94d-560080ee3072,Anabasis.1.en.txt,Cyrus,char-offset:71688,PERSON,,,,,,,,Cyrus,
a114189f-2e0e-478f-8d38-f1c78b09ef43,Anabasis.1.en.txt,Cyrus,char-offset:71892,PERSON,,,,,,,,Cyrus,
bdca4ada-a3e8-4b4e-8f51-fe51d43d9716,Anabasis.1.en.txt,Cyrus,char-offset:71953,PERSON,,,,,,,,Cyrus,
c40f3e14-1d37-41ec-a817-e2c358416884,Anabasis.1.en.txt,Ariaeus,char-offset:72243,PERSON,,,,,,,,,
d6ed7f08-9883-4d24-8676-4201ff6a5bbc,Anabasis.1.en.txt,Cyrus,char-offset:72352,PERSON,,,,,,,,Cyrus,
96e4f3bf-008f-4f08-b261-00daab7932f4,Anabasis.1.en.txt,Cyrus,char-offset:72449,PERSON,,,,,,,,Cyrus,
c554e558-7d4c-4c50-bd20-b6c39a697669,Anabasis.1.en.txt,Ariaeus,char-offset:72511,PERSON,,,,,,,,,
3cab3ed2-43e8-4e48-be6d-0777b5c6efcd,Anabasis.1.en.txt,Ariaeus,char-offset:72554,PERSON,,,,,,,,,
3901a68e-406a-472f-8104-52b8a5df36d9,Anabasis.1.en.txt,King,char-offset:72755,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
ccdfd419-6ef1-4906-953d-2b7a2714aeec,Anabasis.1.en.txt,King's,char-offset:73028,PERSON,,,,,,,,Artaxerxes,Referring to the court of Artaxerxes
3de3afb6-f26c-49d8-abfa-3cb21e8bf514,Anabasis.1.en.txt,King,char-offset:73486,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
3836015b-d222-4821-b704-143fa0e6e633,Anabasis.1.en.txt,King,char-offset:73668,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
83b12a9e-fb93-4c24-8ef2-df98401b6f51,Anabasis.1.en.txt,King,char-offset:73803,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
031f3071-b25d-4217-9ac3-1ef73bcaa559,Anabasis.1.en.txt,Tissaphernes,char-offset:73896,PERSON,,,,,,,,,
340512eb-b255-4d71-9e44-2c55c55c6f48,Anabasis.1.en.txt,King,char-offset:74016,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
fa2a7c41-b852-4aed-88cc-10c8ed3ca586,Anabasis.1.en.txt,Clearchus,char-offset:74098,PERSON,,,,,,,,Clearchus,
83574b8a-705a-4ac2-949f-2e54e8d39930,Anabasis.1.en.txt,Proxenus,char-offset:74115,PERSON,,,,,,,,,
83e1c1ab-3d02-49de-b8f1-bd844be18526,Anabasis.1.en.txt,King,char-offset:74329,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
fe8e5abd-7886-4302-bf7d-0d50931b2ba1,Anabasis.1.en.txt,Cyrus,char-offset:74614,PERSON,,,,,,,,,
534e0dab-08fd-463d-83de-9509486155bd,Anabasis.1.en.txt,Tissaphernes,char-offset:74734,PERSON,,,,,,,,,
c1c8d35b-53ac-48e3-8719-39f900208bb1,Anabasis.1.en.txt,Tissaphernes,char-offset:74771,PERSON,,,,,,,,,
bf16d8ac-517e-42b7-803a-47d42c90f560,Anabasis.1.en.txt,Episthenes of Amphipolis,char-offset:75097,PERSON,,,,,,,,,
a16c65f4-4902-407d-b928-7749b2636585,Anabasis.1.en.txt,Tissaphernes,char-offset:75202,PERSON,,,,,,,,,
418a1fd7-5171-4351-b339-bbd28e314b03,Anabasis.1.en.txt,King,char-offset:75789,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
a8c06451-a6ce-4129-b075-bea01b70d590,Anabasis.1.en.txt,King,char-offset:76407,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
3326efce-c23b-427d-874e-b76a4fe56982,Anabasis.1.en.txt,Lycius,char-offset:77079,PERSON,,,,,,,,,
20b79d76-dc47-46b2-b3ed-6251197efd95,Anabasis.1.en.txt,Lycius,char-offset:77215,PERSON,,,,,,,,,
7fae687d-8d46-4058-94f0-1fea50cd6668,Anabasis.1.en.txt,Cyrus,char-offset:77457,PERSON,,,,,,,,Cyrus,
c8267c85-0131-4946-99e9-83576055603c,Anabasis.1.en.txt,Cyrus,char-offset:78083,PERSON,,,,,,,,Cyrus,
6d537510-8f71-403a-9665-719516963dcf,Anabasis.1.en.txt,King,char-offset:78293,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
6313824c-944a-4063-9814-78a53ece5591,Anabasis.1.en.txt,King,char-offset:78434,PERSON,,,,,,,,Artaxerxes,Referring to Artaxerxes|Referring to Artaxerxes
aae04e44-ae35-4de4-a9cf-7899b4474447,Anabasis.1.en.txt,Darius,char-offset:5,PERSON,,,,,,,,#King #King of Persia,
40c3c9e5-c7c0-4396-8608-117d48804d82,Anabasis.1.en.txt,Parysatis,char-offset:16,PERSON,,,,,,,,Persia,Wife of Darius I and illegitimate daughter of Artaxerxes; https://en.wikipedia.org/wiki/Parysatis
312b3a8e-a346-4d52-8e80-aa4e871bd50e,Anabasis.1.en.txt,Artaxerxes,char-offset:75,PERSON,,,,,,,,#King #King of Persia,King of Kings of Persia.https://en.wikipedia.org/wiki/Artaxerxes_II_of_Persia
b57dc0a1-5281-4d9c-9995-651f6472c732,Anabasis.1.en.txt,Cyrus,char-offset:102,PERSON,,,,,,,,#King #King of Persia,
6c91e45d-8fbd-4b92-a20c-87365a3215bf,Anabasis.1.en.txt,Darius,char-offset:119,PERSON,,,,,,,,#King #King of Persia,
ae625a32-946e-42cd-a607-32dddf5edce0,Anabasis.1.en.txt,Cyrus,char-offset:282,PERSON,,,,,,,,#King #King of Persia,
8c10124b-b348-4a6e-ad5d-2cbdfad447d9,Anabasis.1.en.txt,Cyrus,char-offset:450,PERSON,,,,,,,,#King #King of Persia,
5bb87388-cbf9-4738-ae33-9008bdeff6fd,Anabasis.1.en.txt,Tissaphernes,char-offset:508,PERSON,,,,,,,,Persian,https://en.wikipedia.org/wiki/Tissaphernes
8e6561ce-629c-4829-8fbb-4580b5663ae2,Anabasis.1.en.txt,Xenias of Parrhasia,char-offset:604,PERSON,,,,,,,,,Also known as Xenias the Archadian; https://en.wikipedia.org/wiki/Xenias_of_Arcadia
b208a6ff-8516-40fd-8eb9-3de70a90b44a,Anabasis.1.en.txt,Darius,char-offset:635,PERSON,,,,,,,,#King #King of Persia,
6a5db7a4-6f60-4f5f-95a8-622547ca2451,Anabasis.1.en.txt,Artaxerxes,char-offset:655,PERSON,,,,,,,,#King #King of Persia,King of Kings of Persia.https://en.wikipedia.org/wiki/Artaxerxes_II_of_Persia
ec05d435-f175-45e1-8fe9-66bb9a320903,Anabasis.1.en.txt,Tissaphernes,char-offset:698,PERSON,,,,,,,,Persian,https://en.wikipedia.org/wiki/Tissaphernes
3bc5ebab-61c3-40c6-99a5-c90412d0484b,Anabasis.1.en.txt,Cyrus,char-offset:727,PERSON,,,,,,,,#King #King of Persia,
870dde97-e619-404b-9066-e66ec00b0bcc,Anabasis.1.en.txt,Artaxerxes,char-offset:777,PERSON,,,,,,,,,
a089bb7b-b745-45f1-9925-61f992b355a6,Anabasis.1.en.txt,Cyrus,char-offset:824,PERSON,,,,,,,,#King #King of Persia,
20c06305-dfef-4230-abc1-2d8c8fa51466,Anabasis.1.en.txt,Cyrus,char-offset:977,PERSON,,,,,,,,#King #King of Persia,
8bd045e6-01ec-4868-bbea-fec56a105467,Anabasis.1.en.txt,Parysatis,char-offset:1202,PERSON,,,,,,,,Persia,Wife of Darius I and illegitimate daughter of Artaxerxes; https://en.wikipedia.org/wiki/Parysatis
b3346dbf-0368-49f8-a7e6-a10bb348ae0f,Anabasis.1.en.txt,Artaxerxes,char-offset:1277,PERSON,,,,,,,,,
bc6019eb-5a26-4fb5-84bf-98d205eae444,Anabasis.1.en.txt,Tissaphernes,char-offset:2000,PERSON,,,,,,,,Persian,https://en.wikipedia.org/wiki/Tissaphernes
00f66fd3-13b2-4746-80d1-7e60ff6b7b36,Anabasis.1.en.txt,Tissaphernes,char-offset:2103,PERSON,,,,,,,,Persian,https://en.wikipedia.org/wiki/Tissaphernes
8b932790-549e-4f27-9374-09f8ffd75f24,Anabasis.1.en.txt,Cyrus,char-offset:2213,PERSON,,,,,,,,#King #King of Persia,
4d31f0b7-c7e5-419d-ac83-254ebc055c1c,Anabasis.1.en.txt,Cyrus,char-offset:2314,PERSON,,,,,,,,#King #King of Persia,
174e9fc5-07f3-49e8-9b6d-a3f0e1f24439,Anabasis.1.en.txt,Tissaphernes,char-offset:2325,PERSON,,,,,,,,Persian,https://en.wikipedia.org/wiki/Tissaphernes
3a96d6c3-1d09-4b84-a917-234cb006e7f3,Anabasis.1.en.txt,Cyrus,char-offset:2416,PERSON,,,,,,,,#King #King of Persia,
507ee5de-ca19-49d1-8ac8-a73f0eb51be7,Anabasis.1.en.txt,Tissaphernes,char-offset:2829,PERSON,,,,,,,,Persian,https://en.wikipedia.org/wiki/Tissaphernes
1685089d-ce42-4b98-ba9c-0fc20d83d635,Anabasis.1.en.txt,Cyrus,char-offset:2980,PERSON,,,,,,,,#King #King of Persia,
5195743b-f5b1-4404-a671-db7f66362086,Anabasis.1.en.txt,Tissaphernes,char-offset:3046,PERSON,,,,,,,,Persian,https://en.wikipedia.org/wiki/Tissaphernes
19a0bae9-a0f0-4f1c-8232-8f6c2420c4b6,Anabasis.1.en.txt,Cyrus,char-offset:3145,PERSON,,,,,,,,#King #King of Persia,
ba47f459-b818-471c-82e0-9eebe522823e,Anabasis.1.en.txt,Tissaphernes,char-offset:3260,PERSON,,,,,,,,Persian,https://en.wikipedia.org/wiki/Tissaphernes
3b8654e0-bba7-4b0b-9cf8-2872835a8762,Anabasis.1.en.txt,Clearchus,char-offset:3395,PERSON,,,,,,,,,
73944837-47d5-4105-b909-39b4445dd9a2,Anabasis.1.en.txt,Cyrus,char-offset:3433,PERSON,,,,,,,,#King #King of Persia,
6e246890-090a-46c0-849b-f1572bd6a2a5,Anabasis.1.en.txt,Clearchus,char-offset:3813,PERSON,,,,,,,,#Cyrus the Younger #Sparta #Army,Commander from Sparta and mercenary.https://en.wikipedia.org/wiki/Clearchus_of_Sparta
cb523641-74ab-40ae-8228-de68d7dc4ffa,Anabasis.1.en.txt,Cyrus,char-offset:3941,PERSON,,,,,,,,,
95c56fd6-b000-4231-b0d9-0ac808202ad3,Anabasis.1.en.txt,Cyrus,char-offset:4013,PERSON,,,,,,,,#King #King of Persia,
f726b8c2-ab0f-4158-84cf-8a7a5b31e49f,Anabasis.1.en.txt,Cyrus,char-offset:4097,PERSON,,,,,,,,#King #King of Persia,
42d72e59-7988-444d-89dd-89f4d071ce9a,Anabasis.1.en.txt,Cyrus,char-offset:4240,PERSON,,,,,,,,#King #King of Persia,
d45b6e14-a9e8-4809-b732-a7d29918f4e9,Anabasis.1.en.txt,Cyrus,char-offset:4473,PERSON,,,,,,,,#King #King of Persia,
113a1562-ce6c-4210-bbff-d9eea39afde2,Anabasis.1.en.txt,Proxenus the Boeotian,char-offset:4488,PERSON,,,,,,,,Greek,
